Unnamed: 0,mmr0,mmr1,mmr2,mmr3,mmr4,mmr5,mmr6,mmr7,mmr8,mmr9,mmr10,mmr11,mmr12,mmr13,mmr14,mmr15,mmr16,mmr17,mmr18,mmr19,mmr20,mmr21,mmr22,mmr23,mmr24,mmr25,mmr26,mmr27,mmr28,mmr29,mmr30,mmr31,mmr32,mmr33,mmr34,mmr35,mmr36,mmr37,mmr38,mmr39,mmr40,mmr41,mmr42,mmr43,mmr44,mmr45,mmr46,mmr47,mmr48,mmr49,mmr50,mmr51,mmr52,mmr53,mmr54,mmr55,mmr56,mmr57,mmr58,mmr59,mmr60,mmr61,mmr62,mmr63,mmr64,mmr65,mmr66,mmr67,mmr68,mmr69,mmr70,mmr71,mmr72,mmr73,mmr74,mmr75,mmr76,mmr77,mmr78,mmr79,mmr80,mmr81,mmr82,mmr83,mmr84,mmr85,mmr86,mmr87,mmr88,mmr89,mmr90,mmr91,mmr92,mmr93,mmr94,mmr95,mmr96,mmr97,mmr98,mmr99,mmr100,mmr101,mmr102,mmr103,mmr104,mmr105,mmr106,mmr107,mmr108,mmr109,mmr110,mmr111,mmr112,mmr113,mmr114,mmr115,mmr116,mmr117,mmr118,mmr119,mmr120,mmr121,mmr122,mmr123,mmr124,mmr125,mmr126,mmr127,mmr128,mmr129,mmr130,mmr131,mmr132,mmr133,mmr134,mmr135,mmr136,mmr137,mmr138,mmr139,mmr140,mmr141,mmr142,mmr143,mmr144,mmr145,mmr146,mmr147,mmr148,mmr149,mmr150
41,7631.27,7787.79,7993.61,8315.48,7583.25,7895.59,7994.78,7676.32,7836.07,8016.14,7808.88,7976.75,7960.18,7956.72,0.0,7734.81,7780.55,7929.38,7861.33,8099.59,8342.66,7852.95,7896.87,8404.42,8531.59,8173.44,8115.39,8342.4,9401.07,8128.11,8824.1,8676.23,8477.0,9232.04,8670.73,9352.41,8752.93,10147.5,9405.7,8624.85,9522.96,9314.01,0.0,8346.7,0.0,0.0,9597.47,10319.0,8472.41,9542.81,9269.7,0.0,8312.62,0.0,8275.05,8598.69,8623.87,8449.17,8585.99,8215.96,8641.94,8483.81,8928.88,8597.35,8880.98,8623.62,8166.77,8780.03,8174.08,8728.93,8436.75,8381.44,8040.26,8128.14,9272.36,8885.13,0.0,8072.63,8626.91,8387.54,8844.84,8073.0,8400.48,8413.94,7997.62,8694.8,8007.09,8264.9,8736.58,9090.76,0.0,0.0,0.0,8222.79,0.0,8374.23,8201.73,8428.01,9271.02,0.0,0.0,7997.1,0.0,7990.3,8313.01,8602.87,8698.94,8840.65,8802.23,8180.33,8663.62,8629.5,8638.27,8164.63,9001.39,0.0,8313.97,8853.73,0.0,8300.74,8689.94,8574.54,9199.38,8684.83,8785.36,8385.46,8332.33,8144.46,8238.56,8854.75,8488.87,8912.97,8367.58,9051.86,8754.46,8209.33,8229.2,8462.37,8440.11,8334.01,8593.01,8380.79,8919.98,8330.18,8393.05,7985.41,8385.7,8199.17,0.0,8902.21,8001.83
42,8071.93,8539.8,8677.76,8222.87,7990.72,8198.34,0.0,8338.01,8386.78,8560.9,8339.2,9015.48,8147.54,8598.62,8390.97,8077.7,8566.17,8476.53,8308.73,8644.56,8871.89,8343.81,8181.62,9154.98,8465.57,9802.87,8816.7,8813.82,0.0,8490.41,9402.68,9562.76,9005.85,0.0,9589.22,10347.4,9479.2,10674.5,9494.5,0.0,9830.51,9383.32,9815.25,0.0,9271.49,8684.32,0.0,9623.05,0.0,9785.26,9081.01,0.0,9138.84,8703.99,9141.43,9628.26,0.0,8642.7,9716.85,9317.34,9935.46,9332.93,8994.25,8676.14,9048.94,8550.26,8623.52,9013.78,8645.12,8941.56,0.0,8957.03,8761.3,8778.55,9267.03,8822.53,9123.3,9171.1,8532.15,8905.4,0.0,8786.78,9077.8,8742.03,8681.11,8940.77,8791.56,9447.97,0.0,9235.6,8826.52,9100.01,9235.96,8636.0,0.0,9748.84,9487.72,9461.37,9180.65,9621.71,0.0,8487.29,9496.04,9327.61,8911.57,8710.54,9373.3,8818.81,9175.38,8757.85,9186.49,8944.89,9127.47,9387.24,8949.54,9077.49,9772.64,8905.53,8742.03,8855.32,9301.3,9153.56,9058.96,8898.98,9737.46,9157.51,9029.39,8872.54,8873.37,8813.52,8862.82,8484.25,9997.16,9235.15,9065.69,9799.29,8502.93,8510.4,8609.0,8757.28,9055.1,9635.14,8693.38,8732.34,8538.22,8587.13,9203.25,9168.64,8808.2,8707.64,9038.94
43,7945.39,8574.8,0.0,8211.38,7925.67,8210.11,8514.68,8072.52,8323.09,8569.46,8118.53,0.0,8013.37,8423.11,8340.39,7957.59,8331.62,8185.08,8096.39,8596.16,0.0,8240.94,8097.69,0.0,8348.26,9275.28,8574.75,8586.18,9317.76,8362.51,0.0,0.0,8967.67,9977.0,9114.53,0.0,9463.05,10379.0,0.0,9829.89,9836.5,9406.46,9815.45,9500.93,9170.8,8903.59,9797.68,9845.64,9819.57,9923.99,9195.08,9490.5,9396.73,8493.77,9057.72,0.0,0.0,8789.66,9285.23,0.0,9812.44,9200.82,8842.18,8661.28,8859.38,8452.48,8644.26,8932.26,8577.74,8732.91,9784.15,9154.18,8579.51,8609.89,9266.31,8770.77,8919.59,8738.52,8489.24,9007.76,8969.25,8612.6,8758.3,8684.38,8815.32,8682.65,8805.87,9132.62,9025.69,0.0,8802.33,8788.16,8882.45,8558.31,0.0,0.0,9388.48,8993.77,9208.24,9873.66,9198.03,8319.9,0.0,8995.69,8963.32,8623.49,9423.46,8835.97,8845.67,8903.11,9306.13,8788.87,9386.15,9275.73,8743.46,9037.43,0.0,9027.46,8538.45,8861.35,9283.53,9150.43,8917.98,8601.51,9765.32,8795.98,9025.16,9026.57,8555.53,8597.0,8954.24,8555.73,9696.96,0.0,9014.63,9353.13,8490.05,8465.12,8605.77,8673.1,8848.48,9298.71,8871.77,8486.4,8525.22,8531.1,8977.96,8963.41,8766.94,8733.69,0.0
44,7912.71,8264.89,8527.55,8324.84,7825.76,8126.91,8168.07,7933.83,8037.72,8657.87,8171.41,0.0,7998.07,8284.43,8769.37,7967.53,8186.67,8119.79,8033.06,8398.54,8573.03,8190.04,8147.46,8753.36,8497.76,8624.22,8261.17,8504.46,9009.26,8425.1,9356.05,9071.81,0.0,9972.34,8884.13,10314.4,0.0,10269.9,9330.99,9015.22,9726.69,9763.0,9571.61,8801.74,9977.6,9614.4,9997.59,0.0,9182.88,10143.4,0.0,8799.75,9173.71,8554.39,8908.75,9064.0,9336.96,8662.9,8951.46,0.0,9313.48,8853.03,8869.1,8734.01,9107.34,8467.21,8809.57,8719.74,8543.85,8854.71,9330.41,0.0,8289.99,8506.21,9432.88,9174.81,8761.65,8378.15,8594.88,8746.22,8746.95,8514.5,8603.95,9048.53,8445.25,8615.87,8790.53,8841.04,8845.07,9053.38,8791.51,8624.48,8662.56,8403.76,0.0,9071.28,9045.81,8553.19,9465.94,0.0,8968.36,8228.39,9334.14,8515.75,8646.63,8554.68,0.0,9130.94,8748.51,8505.59,0.0,8831.52,0.0,8798.28,8677.1,8678.56,8763.84,8964.39,8433.77,0.0,0.0,9024.03,9150.87,8452.05,9196.02,8668.7,9072.03,8825.29,8507.32,8638.33,8640.42,8853.23,9128.76,9360.3,8841.23,8697.81,8630.9,8392.69,8789.07,8739.05,8503.26,0.0,0.0,8631.79,8437.04,8574.74,8689.88,0.0,8791.62,0.0,8446.48
45,7767.92,7975.05,8225.02,8338.54,7739.06,8014.29,8190.89,7743.67,7905.5,8207.35,8079.87,8513.26,7873.62,8130.59,0.0,7801.01,7920.94,7876.59,7925.48,8235.59,8373.06,8003.67,8195.54,8590.87,8659.13,8373.64,8228.82,8450.96,9044.1,8412.66,0.0,8693.45,8952.34,0.0,8628.09,0.0,9317.95,0.0,9461.85,8646.08,9460.63,9871.79,0.0,8588.34,0.0,0.0,9899.21,0.0,8781.21,9749.02,9590.05,8731.21,8656.72,8632.68,8621.73,8737.49,0.0,8727.44,8772.14,8699.01,9131.1,8722.67,8870.41,8900.12,8859.86,8361.69,8375.12,8647.32,8311.37,8878.73,8766.86,8786.27,8181.19,8304.38,9392.05,0.0,8847.15,8147.14,8538.47,8523.62,8846.39,8340.62,8529.61,8833.8,8182.02,8579.77,8366.68,8477.28,8894.18,9159.79,8711.23,8741.95,8640.78,8318.65,9395.76,8513.55,8556.5,8458.09,0.0,10249.2,9222.55,8147.09,8926.75,8283.97,8488.3,8450.1,9288.72,8868.79,8742.34,8355.3,9332.78,8826.02,9086.67,8318.64,8684.71,8494.35,8542.56,8990.08,8365.17,8755.93,0.0,9115.28,0.0,8461.6,8912.66,8580.04,8679.1,8443.09,8467.96,8748.91,8449.41,8836.1,8704.77,9518.28,8905.8,8485.99,0.0,8435.39,0.0,8622.06,8507.12,8934.11,9264.61,0.0,8364.2,8168.93,8477.87,8606.3,8914.6,9117.05,8163.85
46,7189.84,7363.72,7532.53,7636.79,7195.37,7489.0,7722.19,7249.47,7341.36,7499.73,7407.51,7537.99,7811.2,7405.29,8347.25,7236.39,7446.66,7583.07,7651.22,7800.73,7908.13,7488.84,7544.74,8256.31,8163.5,7666.3,7722.18,8014.76,0.0,7708.57,8330.96,8426.32,8129.6,8707.86,8322.81,8589.27,8006.88,9567.26,8847.43,8216.41,0.0,8577.44,8777.99,7999.34,0.0,8875.27,8668.47,9572.04,7977.11,8504.47,9102.72,8470.16,7746.98,8588.4,7744.65,8095.14,8238.6,8150.2,7955.33,7695.82,8077.0,8019.92,8166.96,8413.83,0.0,0.0,7649.04,0.0,7870.88,8774.79,7944.18,7932.96,7765.52,7792.76,8623.77,0.0,8488.27,7624.78,0.0,8018.1,8795.37,7651.88,8242.8,7951.66,7722.98,0.0,7544.85,7807.22,8604.32,8478.16,8309.26,8729.04,8388.49,7635.55,8858.52,7761.89,7693.06,7918.41,8427.72,9192.33,8761.31,7762.77,8495.47,7547.56,8005.83,8400.1,8038.38,8591.54,8169.55,7846.9,8162.19,7971.41,8014.16,7714.05,0.0,8164.76,7825.57,8073.54,8119.1,7916.35,8085.54,8168.12,9038.67,0.0,8342.81,7851.21,7946.37,7645.59,7881.81,0.0,8237.67,8346.24,7939.7,8254.19,7970.01,7784.53,7827.52,8347.63,8061.15,7988.61,0.0,7891.06,0.0,7854.95,8341.12,7466.7,7926.63,7646.74,8458.48,8140.24,7708.25
47,6997.63,7091.18,7220.37,7262.2,7016.89,7225.81,7414.02,7053.34,7050.03,7343.95,7188.72,7228.98,0.0,7169.99,7790.82,7012.71,7147.83,7607.98,7721.01,7463.35,7398.1,7143.93,7197.35,7834.2,8135.43,7381.78,7622.11,7655.75,9800.6,7424.61,7970.75,8600.97,8195.58,8202.52,8269.41,7963.91,7684.01,8997.29,8257.98,8476.66,8904.66,8120.68,8292.59,7730.77,9074.55,8410.6,8126.09,9451.64,7814.98,8043.95,0.0,7910.83,7533.94,7852.08,7498.73,7737.75,7819.52,7956.84,7577.95,7450.8,7802.4,7627.63,7835.09,7888.67,8472.76,7864.57,7327.81,8123.58,7809.89,8655.37,7591.48,7692.4,7654.16,7456.28,8526.96,8044.34,7919.87,7487.47,8145.63,7757.6,0.0,7403.91,7869.69,7610.48,7600.34,7880.83,7236.98,7667.03,8157.02,7997.27,7781.31,8199.77,7846.68,7440.9,8344.37,7475.38,7359.05,7694.32,7910.89,8357.51,8099.83,7805.75,8040.69,7383.6,7593.11,0.0,7639.88,0.0,8014.72,7551.21,7720.35,7607.39,7713.79,7400.88,0.0,7678.85,7554.79,7644.24,7671.65,7584.77,7771.18,7744.94,0.0,8514.11,8035.28,7598.81,7846.18,7358.39,7825.26,8385.73,0.0,8236.11,7540.79,7754.87,7571.69,7542.85,7423.36,7767.16,7687.68,7838.24,8039.56,7608.54,8323.75,7737.58,8131.76,7256.9,7767.01,7415.31,8037.77,7826.64,7489.72
48,7817.75,0.0,8488.73,7952.5,7736.84,7987.47,8191.7,7943.17,7921.02,8236.34,8100.65,8789.35,7795.38,8119.68,8088.1,7762.35,8176.16,8082.12,7859.34,0.0,8524.27,8028.81,7950.65,8794.02,8151.7,8712.26,8327.6,8230.81,8930.73,8145.51,9064.03,0.0,9123.49,9519.38,8763.41,0.0,9134.03,0.0,9268.79,9240.94,0.0,9409.83,0.0,8805.88,9012.4,8767.31,9425.51,9639.9,9212.24,9404.55,8895.99,8941.81,0.0,8241.98,9132.41,9292.18,9362.46,0.0,8920.22,8865.25,9347.3,8783.86,8553.48,8486.02,8656.17,8248.57,8332.91,8492.57,8394.12,8662.66,9093.92,0.0,8534.14,8413.66,9307.85,8763.83,8576.84,8349.79,8531.46,0.0,8535.21,8493.45,8580.24,8711.53,0.0,8511.17,8929.43,8902.9,8764.68,8925.77,8656.61,8522.88,8487.8,8157.82,9527.47,9381.55,0.0,8539.25,8984.09,0.0,9024.42,8083.7,9514.72,8982.8,0.0,8370.32,9311.16,8745.42,8472.28,0.0,9122.85,8808.07,0.0,9154.84,8647.27,8659.17,8922.4,8584.25,8353.86,8784.94,8966.45,8967.64,8661.87,8314.2,0.0,8592.48,8800.45,0.0,8572.5,8491.55,0.0,8540.93,9370.66,9194.17,8869.6,8903.92,8255.24,8302.74,8425.21,8631.89,8650.56,9078.05,8897.09,8181.8,8331.14,8390.0,8496.66,8630.2,8393.91,8447.95,8671.37
49,7608.92,8208.96,8255.76,7857.57,7606.28,7832.71,7973.16,7727.49,7783.3,8172.02,8139.78,8552.33,7723.89,8001.4,8178.99,7669.24,7851.04,7887.68,7763.37,8310.12,8209.61,7992.09,7913.58,8530.45,8216.0,8523.31,8141.12,8077.57,8911.27,8141.43,8781.76,9108.68,0.0,0.0,8571.57,9900.99,9219.08,9792.2,8912.5,8771.22,0.0,0.0,9388.57,8550.01,9143.65,8787.15,9236.5,0.0,8731.14,9355.17,9073.54,8654.62,0.0,8165.12,8727.09,8813.37,8988.07,8553.34,8742.58,8730.31,9115.3,8569.93,8410.7,8561.58,8630.44,8200.01,8223.64,8399.54,8490.96,8728.92,8789.77,9068.7,8349.66,8266.27,0.0,0.0,8386.9,8106.51,8642.82,8629.67,8395.36,8373.11,8424.97,8974.73,8569.36,8488.93,8422.78,0.0,8775.29,8586.36,0.0,8391.42,8420.8,8012.24,9382.09,8849.8,0.0,8178.99,9050.23,10010.9,8639.74,7994.55,0.0,8511.12,8526.91,8226.39,0.0,8839.19,8307.23,8455.32,9063.28,8579.02,9249.0,8774.41,8502.14,8538.67,8506.59,8598.42,8185.47,8855.02,9104.59,8920.15,8658.65,8197.64,9301.69,8424.95,8654.59,0.0,8545.37,8408.65,8643.55,0.0,0.0,9156.46,8627.06,8506.99,8228.71,8246.65,8372.92,8571.96,8387.65,9208.55,9358.42,8119.5,8252.34,0.0,8294.79,8628.13,8368.14,8616.74,8237.61
50,7361.95,7539.5,7749.88,7701.08,7337.21,7617.45,7927.29,7422.91,7467.3,7711.69,7687.8,7875.61,7426.49,7596.51,8325.96,7391.0,7604.49,7579.5,7609.98,8009.18,8007.93,7821.68,0.0,8494.94,0.0,7926.55,7862.42,8048.09,8644.52,0.0,8612.51,8326.34,8357.73,9110.96,8336.4,9356.2,8735.95,9809.73,9012.01,8264.22,9251.22,0.0,8936.34,8126.34,9299.7,8814.73,0.0,9752.84,8186.66,8964.06,0.0,8246.77,8067.12,8314.42,8026.31,8279.25,8732.12,0.0,8318.19,8019.76,0.0,0.0,8352.04,0.0,8351.85,7976.73,7879.38,8299.33,8095.82,8809.86,8151.08,8287.08,7916.21,7843.11,8632.03,8509.75,0.0,7770.28,8260.34,8130.57,0.0,7870.27,8589.32,8680.92,7893.24,8071.7,7871.6,8002.47,8937.8,8620.0,8282.71,8630.7,8316.65,7776.66,8743.0,8034.48,8081.13,7995.67,8822.46,9176.77,8473.98,7732.09,8451.78,7855.52,8180.84,8086.38,8465.82,8574.58,8132.41,7942.28,0.0,8310.9,8343.76,7968.34,8431.1,8108.23,8015.32,8318.79,7979.4,8475.8,8598.23,0.0,8910.04,8167.8,8560.07,8247.61,8139.88,7991.96,8247.81,8519.84,8112.95,8385.11,8139.29,0.0,8195.81,7996.15,8315.56,8321.3,8401.72,8456.76,8166.29,8296.59,8783.49,8154.63,8120.53,7683.72,8008.22,7969.3,0.0,8243.79,7773.15
51,7173.89,7329.1,7421.61,7493.38,7181.51,7447.14,0.0,7248.73,7257.18,7492.01,7358.49,7484.79,7438.8,7431.81,7974.11,7211.88,7465.12,7464.22,7523.76,0.0,0.0,7428.92,7582.87,0.0,8244.67,7716.18,7652.53,0.0,8999.7,7839.81,8231.2,8334.93,8035.9,8783.84,8464.92,8480.24,8202.04,0.0,0.0,8163.23,0.0,8642.97,8566.47,8012.1,9212.68,8410.79,8773.18,9230.66,7913.85,8528.16,8926.54,8090.45,7740.15,0.0,7722.02,8163.2,8352.07,8443.84,7956.72,7675.19,8277.91,8088.26,8225.21,0.0,8440.77,7985.19,7651.59,8383.44,7870.15,0.0,7887.94,7995.57,7675.1,7782.94,8455.49,8248.07,8235.94,7662.96,8265.08,8126.48,8529.6,7583.82,0.0,8113.19,7655.63,8074.69,7513.84,7688.46,0.0,0.0,7954.4,0.0,8126.58,7645.35,8735.72,7743.47,7678.24,7854.13,8333.22,8665.15,8397.18,7658.89,8165.37,7635.12,0.0,8095.36,7989.61,8497.16,7994.8,7929.18,8268.65,7946.99,8001.43,7631.0,8588.31,7820.51,7769.02,8058.26,7715.91,7988.19,8122.32,8295.49,0.0,8226.66,0.0,7852.67,7932.62,7657.82,8009.01,8415.88,7967.36,8420.48,7847.34,8489.37,7868.13,7656.27,7835.82,0.0,8244.01,8039.39,8099.13,7920.93,8567.22,7814.02,0.0,7389.98,7910.42,7623.02,8286.79,7864.84,7606.93
52,7358.18,7805.59,8062.04,7595.17,7384.88,7616.03,7621.41,7503.36,7516.05,7693.69,0.0,7913.12,7428.45,7592.13,7927.52,7377.68,7587.21,7553.37,7511.11,7864.69,7817.28,7852.32,7660.55,8241.5,8019.75,8147.45,7832.86,7832.01,0.0,7887.19,8379.95,8589.85,8667.13,8961.48,8240.37,9233.83,8849.46,9034.38,8620.08,8388.86,9138.67,0.0,8820.26,8247.43,8785.64,8461.21,8973.96,9423.75,8295.61,8993.16,8753.5,8267.53,8902.78,7860.88,8325.5,8491.97,8837.44,8236.55,8475.7,8293.78,8690.17,8266.22,8105.23,8357.38,8530.94,7971.77,7900.1,8228.47,0.0,0.0,8324.94,8366.36,8114.41,8022.89,8725.85,8409.28,8058.94,7855.67,0.0,8228.96,8181.1,8358.36,8327.08,0.0,8122.92,0.0,8092.78,8316.36,8961.35,8324.4,8300.8,8095.31,8095.92,7791.76,8788.74,8267.33,8529.11,7885.61,8775.34,9432.8,8309.92,7721.25,8895.12,8160.26,8083.53,8020.39,8823.36,0.0,8070.59,8103.7,8506.57,8689.31,8473.57,8407.83,8484.98,8342.13,8120.19,8432.4,7912.06,8630.27,8542.85,8844.59,8407.19,8011.49,8810.56,8310.03,8343.7,8342.42,0.0,8362.63,8232.82,8233.59,8518.2,0.0,8300.96,8148.35,8108.43,8100.65,8239.67,8491.32,8208.8,0.0,0.0,7939.95,7922.46,7966.12,8000.67,8150.73,8151.95,8013.58,7977.28
53,7237.53,7458.14,7730.32,7522.36,7278.28,7543.01,7636.01,7348.03,7312.1,7519.5,7796.43,7714.6,7356.45,7494.49,7804.09,7246.45,7457.94,7418.14,7372.18,7710.66,7793.79,0.0,7672.0,8268.88,8219.44,7975.65,7702.82,7758.28,8541.04,7981.34,8158.52,8236.39,8342.51,8593.72,8145.43,0.0,0.0,9026.4,8613.47,8174.49,8739.81,9143.16,8592.07,8061.03,8612.88,8285.05,8963.52,9141.4,8099.16,0.0,8723.27,8049.74,8150.43,7793.24,7917.68,8196.01,8638.11,8302.4,8357.21,7978.76,8513.06,8194.84,7968.99,8401.43,8289.11,7814.65,7635.8,8387.73,8252.66,8676.54,7995.59,8209.99,7924.52,7811.61,8383.22,8115.19,8142.5,7739.13,8501.96,8009.45,8224.11,7968.59,0.0,0.0,7773.93,8097.85,7827.35,7943.08,8961.27,8278.99,8073.89,8280.45,8080.79,7735.74,8539.76,7930.22,8052.22,7831.49,8375.02,8955.71,8162.84,7671.44,8412.86,7745.6,7934.77,7882.57,8356.65,8525.16,7918.42,7883.49,8437.27,8283.01,8116.9,8006.55,8419.4,7910.62,7810.19,8377.27,7695.13,0.0,8295.88,0.0,8433.51,8045.26,8374.74,0.0,8065.29,7867.69,8541.61,0.0,8030.95,8062.08,8113.25,8809.54,8049.67,7932.51,8164.97,8126.56,8103.8,0.0,8093.75,8341.17,9114.41,7753.95,7922.49,7647.33,7931.68,7907.38,8106.49,7880.59,7754.97
54,8063.03,8459.44,8332.21,8233.96,7996.81,8166.01,8423.07,0.0,8144.94,8319.71,8273.78,8653.37,8036.49,8693.97,8169.82,8064.97,8642.9,8557.94,8520.97,8572.96,8379.88,8419.71,8082.42,9100.54,8466.4,0.0,0.0,8490.72,9090.97,8674.69,8837.21,9196.96,9301.34,9591.4,9902.2,9607.6,9211.39,0.0,9386.22,9548.11,9376.99,0.0,10532.1,9206.45,9574.73,8487.63,9322.6,9352.71,9612.64,9349.46,9275.22,9409.04,8971.42,8853.45,9177.97,9357.22,9599.77,8585.3,9817.25,9072.16,0.0,0.0,9216.06,8770.57,8939.99,8480.37,8782.84,9032.38,9089.1,9033.92,9042.92,8972.34,8800.77,8781.52,9074.96,8570.04,9130.86,9730.8,8651.86,8787.75,9110.78,8981.8,0.0,8532.67,8483.76,9226.22,8645.83,9547.56,8973.05,8855.85,9334.12,8792.1,9220.57,8508.62,9452.61,9178.73,9175.51,9419.12,8877.34,9254.94,8995.62,8399.98,9731.08,9123.03,8689.64,8669.37,9220.59,8718.51,0.0,8754.26,8927.03,8838.86,8905.69,9114.93,9082.84,9207.79,9318.34,8571.98,8814.95,8869.81,9123.25,9006.84,8969.09,9091.37,9790.69,9177.47,8942.61,8814.81,8782.44,9227.29,8795.95,8556.17,9753.07,8933.47,8977.46,0.0,8367.67,8549.37,8749.43,9025.63,8753.8,9753.96,8622.78,8873.12,8498.41,8441.54,8873.65,0.0,8634.45,8460.57,8728.48
55,7865.54,8567.91,8436.49,8191.88,7935.38,8070.87,8505.79,8395.41,8138.95,8280.26,8209.79,8888.31,7977.03,8368.78,8174.83,7946.75,0.0,8394.55,8139.44,8420.32,8383.49,8222.46,8053.32,8847.21,8344.64,9566.74,8947.4,8408.53,9348.26,8435.95,8936.93,9355.86,9055.29,0.0,0.0,9751.55,9138.12,0.0,9305.27,9794.29,9683.73,9623.84,10188.7,9201.63,9133.79,8477.49,9661.54,9226.34,9762.99,0.0,8920.0,9634.6,8918.4,8533.05,9159.36,9234.15,9612.93,8510.26,9520.28,8829.39,9942.04,9298.85,8918.59,8603.17,0.0,8423.29,8504.56,8827.9,8656.98,8913.93,9164.08,8768.95,8556.35,8716.19,9269.89,8551.63,0.0,9257.57,8574.74,8696.42,8927.49,8814.93,9404.13,8534.09,8613.5,8766.51,8903.1,0.0,9033.79,8780.7,8957.51,8894.62,9058.95,8415.75,9497.01,9337.76,9017.28,0.0,8782.47,9479.02,9173.38,8227.09,9418.36,0.0,8646.85,8621.86,9155.07,8609.41,9007.94,8684.74,8838.02,8780.37,8914.55,0.0,0.0,0.0,0.0,8609.25,8627.46,8982.88,0.0,9192.73,0.0,0.0,0.0,0.0,8805.27,8762.88,0.0,8704.85,8890.12,8394.76,9932.95,9030.09,8980.48,9980.64,8343.18,8454.44,8553.76,8678.52,8700.92,0.0,8507.01,8517.39,8363.2,8303.85,9018.29,9067.83,8677.44,8421.78,8738.05
56,7929.16,8390.72,8241.97,8256.24,8031.11,8069.07,8318.16,8553.21,8121.69,8267.59,8330.13,8443.4,8172.56,8599.67,8178.18,8075.95,8461.47,8499.29,8365.86,0.0,8304.57,0.0,8046.08,9498.24,8529.17,9372.07,9258.42,8364.02,8776.22,0.0,8729.33,9059.23,9801.17,9117.62,9363.44,9567.67,9062.73,9999.47,9763.46,9416.82,9200.66,9869.74,10753.4,9349.74,9573.47,8461.88,9080.47,9434.03,9331.69,9028.87,9157.95,9360.83,9019.39,8741.58,9165.46,9361.2,9641.32,8485.59,10040.2,9166.74,9915.4,0.0,9323.29,8976.22,8704.23,8540.32,8744.15,9081.26,9018.05,8871.29,9023.99,9096.36,8909.86,8668.14,8810.89,8530.77,0.0,9630.44,8825.64,8615.88,9060.53,8844.63,9645.0,8510.17,8450.78,9636.09,8543.07,9324.29,9126.25,8702.64,0.0,8636.4,9459.54,8557.64,9300.36,9006.49,9095.76,9085.88,8778.14,9122.8,0.0,8405.46,10332.9,8780.97,8706.35,8681.1,9077.56,8654.13,8998.84,0.0,9070.98,8805.38,9067.14,8840.09,9073.37,0.0,8927.7,8504.97,8789.8,9097.26,8862.79,8882.86,8743.8,9110.66,9713.24,9165.43,9019.91,8919.43,8568.61,9261.53,8683.76,0.0,9467.23,8872.84,8961.01,10279.8,8349.29,8701.28,8721.91,9272.96,8638.2,9483.72,8881.88,0.0,8413.83,8419.31,8676.41,9079.08,8606.87,8468.37,8668.2
57,7814.09,8338.5,8129.5,8127.16,7863.3,8044.73,8195.96,8389.33,7929.32,8140.07,8181.37,8415.83,7946.64,8370.33,8112.75,7899.74,8389.46,8410.91,8238.31,8541.29,8119.91,8437.97,7979.49,8964.44,8266.33,9420.78,9102.48,8255.62,8701.84,8755.16,8620.46,9049.21,9554.47,9086.27,9254.3,9579.84,8901.58,10098.7,0.0,9117.35,9151.03,9883.87,0.0,9079.23,9128.83,8391.89,9063.63,9493.93,9230.96,9003.94,8920.8,9134.22,8740.76,8576.61,9130.32,9104.51,9559.9,8306.7,0.0,8795.71,10284.8,9688.16,9065.66,8537.8,8741.7,8362.16,8556.34,8768.79,8796.51,8872.76,8821.79,8871.95,8659.77,8602.56,8830.94,8457.22,9009.47,9483.33,8635.78,8476.98,8766.42,8669.56,9797.07,8339.73,8386.04,9111.76,8452.17,8998.67,8862.86,8611.09,0.0,8603.7,9248.05,8385.18,9029.03,8879.69,8780.76,8903.08,8562.97,9060.8,9041.8,8142.1,0.0,8845.73,8479.18,8630.41,8998.84,8540.7,8993.43,8834.18,8720.08,8754.21,8684.01,8737.17,8818.17,9029.1,8813.88,8349.15,8628.05,8825.28,8716.78,8818.23,8650.1,9145.22,0.0,9009.18,8825.42,8657.92,8528.13,8823.37,8563.07,8585.09,9541.49,8913.97,8866.55,10030.0,8207.26,8434.98,8637.69,0.0,8499.56,9526.27,8523.01,8732.86,8229.15,8286.92,8589.11,9038.78,8536.88,8239.99,8543.48
