Unnamed: 0,mmr0,mmr1,mmr2,mmr3,mmr4,mmr5,mmr6,mmr7,mmr8,mmr9,mmr10,mmr11,mmr12,mmr13,mmr14,mmr15,mmr16,mmr17,mmr18,mmr19,mmr20,mmr21,mmr22,mmr23,mmr24,mmr25,mmr26,mmr27,mmr28,mmr29,mmr30,mmr31,mmr32,mmr33,mmr34,mmr35,mmr36,mmr37,mmr38,mmr39,mmr40,mmr41,mmr42,mmr43,mmr44,mmr45,mmr46,mmr47,mmr48,mmr49,mmr50,mmr51,mmr52,mmr53,mmr54,mmr55,mmr56,mmr57,mmr58,mmr59,mmr60,mmr61,mmr62,mmr63,mmr64,mmr65,mmr66,mmr67,mmr68,mmr69,mmr70,mmr71,mmr72,mmr73,mmr74,mmr75,mmr76,mmr77,mmr78,mmr79,mmr80,mmr81,mmr82,mmr83,mmr84,mmr85,mmr86,mmr87,mmr88,mmr89,mmr90,mmr91,mmr92,mmr93,mmr94,mmr95,mmr96,mmr97,mmr98,mmr99
28,8212.18,8279.74,8241.18,8059.96,8188.29,8139.68,8239.02,8146.24,8231.12,8218.66,8058.4,8221.48,8135.96,8188.26,8159.73,8163.5,8195.16,8220.23,8252.51,8153.54,8195.56,8214.54,8310.15,8198.86,8194.48,8197.32,8173.02,8285.0,8186.88,8211.21,8215.62,8157.96,8267.68,8200.86,8312.73,8309.64,8057.24,8182.58,8221.27,8199.09,8188.51,8178.8,8215.78,8337.5,8129.58,8176.65,8288.31,8199.12,8270.29,8247.33,8075.89,8025.95,8278.15,8155.45,8196.38,8308.76,8129.25,8210.39,8015.27,8167.42,8259.93,8185.67,8191.38,8234.69,8130.12,8204.98,8132.31,8201.04,8189.48,8212.91,8175.18,8136.58,8226.85,8183.26,8179.09,8242.31,8148.8,8181.14,8235.81,8215.29,8080.37,8109.47,8161.89,8192.1,8244.65,8181.56,8215.34,8072.44,8224.62,8160.64,8174.63,8011.03,8142.71,8181.77,8125.57,8225.39,8275.11,8267.94,8219.92,8097.0
29,8220.72,8191.96,8264.48,8125.39,8220.88,8079.46,8181.5,8202.1,8211.97,8193.54,8075.27,8250.39,8169.68,8271.22,8218.39,8078.93,8199.52,8241.69,8196.74,8123.3,8231.0,8199.85,8293.57,8219.77,8140.92,8168.95,8175.13,8246.45,8147.21,8243.78,8249.82,8159.94,8237.91,8228.92,8171.83,8284.39,8047.61,8117.16,8226.62,8185.9,8188.77,8142.43,8263.84,8235.51,8223.47,8263.71,8256.37,8198.81,8256.53,8268.19,8165.58,8043.97,8302.06,8168.45,8278.76,8309.57,8059.57,8183.04,8127.85,8262.59,8221.95,8200.41,8158.79,8212.4,8202.86,8309.82,8144.99,8222.14,8103.11,8257.82,8180.64,8152.84,8251.55,8167.68,8217.3,8322.33,8172.01,8257.73,8266.96,8240.34,8177.21,8135.61,8244.22,8227.04,8228.55,8129.56,8242.08,8131.71,8214.22,8163.89,8135.86,8122.36,8100.62,8258.99,8111.74,8265.37,8262.12,8141.51,8237.58,7975.58
30,8715.47,8658.07,8737.03,8659.81,8731.48,8678.32,8732.03,8467.54,8751.76,8708.86,8591.75,8711.32,8640.43,8688.53,8688.67,8676.65,8743.55,8770.59,8712.17,8535.57,8692.65,8668.09,8812.5,8675.59,8615.34,8480.98,8657.69,8629.84,8682.46,8565.21,8727.47,8722.18,8666.71,8641.84,8731.67,8751.33,8614.74,8592.49,8570.09,8689.49,8670.5,8723.33,8760.37,8683.42,8592.34,8749.97,8695.27,8576.53,8610.68,8708.65,8539.97,8568.66,8745.23,8573.11,8535.84,8739.66,8701.94,8576.5,8599.92,8696.95,8784.45,8497.0,8723.26,8721.16,8711.14,8723.17,8540.84,8756.81,8509.58,8652.42,8732.51,8858.68,8659.87,8638.24,8755.07,8776.44,8674.41,8663.02,8655.03,8667.01,8811.25,8683.19,8719.38,8754.54,8755.99,8610.71,8676.25,8612.27,8663.91,8693.12,8714.87,8664.23,8626.77,8752.87,8673.39,8805.34,8785.26,8768.59,8669.37,8597.76
31,8493.28,8413.69,8559.89,8531.38,8448.43,8494.62,8524.23,8326.55,8527.06,8494.88,8390.59,8500.68,8425.84,8561.45,8565.67,8486.02,8531.21,8578.67,8521.33,8386.91,8386.09,8484.44,8561.38,8435.18,8409.23,8374.33,8579.79,8397.95,8530.19,8475.4,8382.84,8561.62,8555.01,8441.78,8425.17,8504.33,8396.62,8417.77,8468.08,8534.15,8469.5,8621.32,8542.55,8568.46,8445.28,8617.17,8509.34,8504.42,8554.24,8510.23,8407.44,8433.77,8425.65,8365.38,8508.01,8597.46,8457.62,8514.16,8541.51,8423.11,8575.65,8447.44,8543.31,8486.45,8568.85,8509.19,8427.57,8476.36,8368.85,8565.01,8570.28,8586.94,8535.41,8489.12,8577.47,8539.28,8504.45,8452.27,8467.76,8457.8,8578.45,8474.92,8547.61,8568.22,8566.61,8461.95,8670.57,8508.97,8525.78,8481.68,8472.39,8394.87,8466.17,8538.77,8485.91,8600.09,8522.62,8582.83,8426.06,8570.45
32,8490.92,8438.31,8539.9,8432.48,8507.77,8329.13,8520.96,8365.13,8408.69,8441.31,8392.96,8480.14,8501.02,8526.2,8516.33,8482.07,8586.07,8501.43,8504.35,8355.09,8514.38,8394.2,8549.64,8381.43,8474.74,8500.6,8529.05,8438.09,8454.96,8449.31,8501.75,8479.07,8540.37,8393.9,8463.03,8477.31,8468.27,8395.09,8455.45,8554.48,8405.52,8451.98,8470.5,8541.04,8368.02,8485.2,8441.93,8491.36,8505.71,8463.38,8335.3,8387.14,8522.37,8427.7,8421.38,8449.97,8492.33,8475.82,8461.18,8386.52,8540.99,8459.68,8474.96,8503.18,8609.75,8470.05,8345.25,8531.45,8391.49,8498.55,8530.2,8598.32,8556.64,8425.19,8515.31,8660.64,8524.93,8281.6,8350.23,8482.96,8515.51,8455.23,8424.96,8443.51,8516.53,8437.61,8550.02,8445.67,8471.44,8469.3,8451.68,8427.0,8421.82,8588.38,8456.34,8496.21,8560.77,8544.16,8467.07,8464.82
33,8417.22,8427.1,8535.84,8442.99,8442.48,8401.4,8542.13,8267.39,8441.51,8445.45,8294.63,8412.14,8492.36,8484.48,8503.61,8391.79,8497.99,8466.6,8466.3,8400.63,8494.94,8458.05,8559.55,8464.75,8445.38,8367.41,8499.81,8404.67,8463.96,8440.9,8424.21,8489.31,8517.23,8453.8,8475.19,8439.35,8496.17,8288.5,8452.26,8471.43,8430.98,8495.41,8466.35,8514.27,8396.51,8564.83,8515.94,8389.01,8478.92,8465.28,8375.52,8350.36,8389.44,8419.24,8462.62,8595.11,8384.15,8469.92,8482.36,8466.97,8516.71,8485.57,8440.72,8463.9,8609.35,8524.01,8459.81,8509.6,8389.06,8514.34,8444.86,8591.22,8504.99,8502.78,8516.94,8569.24,8507.28,8416.92,8412.53,8457.19,8607.96,8472.47,8465.94,8491.87,8528.69,8419.94,8514.05,8449.6,8480.33,8400.71,8482.69,8472.14,8352.62,8499.65,8442.16,8538.68,8489.07,8524.61,8469.1,8450.32
34,8559.25,8532.64,8634.7,8551.6,8472.07,8570.91,8614.76,8585.93,8549.27,8445.14,8460.33,8614.7,8539.21,8503.38,8514.76,8549.85,8587.03,8543.66,8591.01,8452.96,8476.39,8510.0,8652.52,8500.63,8570.55,8495.7,8604.75,8604.46,8528.73,8572.88,8556.63,8606.35,8695.6,8537.53,8595.08,8626.22,8513.06,8535.38,8535.43,8596.95,8392.09,8587.47,8602.57,8654.31,8522.73,8599.93,8632.47,8550.41,8556.46,8515.26,8539.82,8504.2,8613.65,8530.09,8569.63,8519.22,8582.56,8559.66,8496.05,8570.74,8610.78,8485.83,8494.28,8525.43,8606.72,8552.48,8533.45,8426.76,8509.2,8558.48,8580.47,8663.58,8608.0,8469.16,8635.41,8651.6,8595.15,8494.28,8464.13,8585.74,8586.14,8532.78,8596.96,8482.91,8608.49,8608.64,8574.9,8516.82,8569.76,8505.0,8483.51,8519.19,8530.39,8647.02,8477.04,8639.58,8576.57,8607.48,8528.72,8498.41
35,8267.2,8285.29,8327.94,8285.64,8200.53,8278.68,8252.92,8165.19,8154.32,8305.28,8185.12,8291.42,8227.56,8250.33,8299.05,8265.98,8315.46,8344.76,8234.84,8152.1,8220.55,8174.52,8412.73,8256.51,8239.54,8360.15,8317.88,8215.11,8269.56,8223.09,8254.66,8385.18,8289.67,8244.85,8324.48,8301.08,8161.72,8284.25,8276.09,8300.09,8231.47,8232.24,8307.19,8332.1,8237.82,8305.07,8354.52,8266.24,8206.44,8317.24,8237.37,8203.58,8319.33,8271.27,8232.09,8364.22,8233.89,8341.69,8230.31,8216.26,8314.26,8263.27,8302.16,8265.35,8359.99,8355.99,8271.81,8313.74,8211.35,8320.7,8286.34,8342.18,8290.28,8236.62,8313.46,8385.93,8195.18,8292.64,8311.98,8341.28,8295.16,8244.88,8271.24,8121.84,8361.88,8338.28,8366.5,8243.34,8263.34,8221.56,8302.03,8297.19,8249.32,8418.34,8294.89,8399.33,8389.16,8285.85,8304.13,8229.78
36,8278.69,8284.47,8318.87,8320.92,8248.19,8207.16,8323.71,8295.8,8331.07,8344.43,8253.05,8236.13,8282.35,8290.91,8369.16,8240.28,8316.26,8314.39,8221.88,8271.47,8245.62,8279.93,8395.79,8300.11,8449.54,8325.99,8346.35,8345.38,8268.75,8323.5,8304.91,8248.41,8390.8,8295.61,8352.95,8270.1,8202.74,8304.61,8162.67,8284.02,8252.84,8247.09,8343.18,8337.2,8194.94,8307.68,8286.72,8318.02,8240.28,8372.23,8228.91,8173.22,8314.61,8285.81,8287.24,8380.44,8326.99,8353.11,8191.82,8232.64,8246.27,8229.99,8348.88,8234.42,8383.5,8304.21,8251.8,8266.79,8217.67,8382.44,8320.64,8318.91,8362.99,8330.61,8357.26,8376.04,8338.53,8196.54,8273.25,8260.29,8377.29,8335.77,8350.16,8263.52,8379.5,8288.72,8212.01,8256.1,8224.94,8272.23,8280.96,8371.72,8314.53,8344.67,8245.68,8355.94,8330.54,8327.05,8286.62,8358.67
37,8206.4,8151.73,8239.27,8107.74,8162.08,8260.41,8257.53,8099.47,8202.95,8179.54,8176.49,8255.77,8223.97,8223.51,8200.81,8147.63,8229.05,8229.33,8252.52,8159.42,8169.58,8220.5,8249.88,8169.16,8141.36,8198.05,8242.16,8115.37,8216.8,8057.99,8237.06,8181.56,8221.99,8284.02,8269.31,8172.71,8206.51,8213.11,8190.78,8238.62,8217.77,8205.12,8211.36,8268.39,8166.46,8169.72,8140.21,8191.69,8267.64,8258.4,8154.3,8123.45,8202.72,8074.77,8176.96,8277.55,8162.71,8201.17,8145.6,8088.31,8264.93,8155.88,8237.51,8225.0,8245.18,8229.81,8115.41,8285.69,8082.51,8256.52,8258.13,8283.82,8238.66,8189.63,8216.53,8324.67,8221.89,8167.28,8262.06,8222.14,8147.79,8208.77,8218.55,8129.69,8323.7,8205.73,8192.11,8111.35,8109.86,8127.99,8195.1,8183.38,8168.39,8247.66,8286.87,8239.31,8221.22,8178.17,8181.59,8101.1
38,8142.04,8081.52,8191.59,8259.19,8153.95,8091.81,8177.95,8143.99,8159.42,8186.07,8087.92,8112.73,8128.86,8167.04,8099.2,8041.51,8124.12,8133.8,8149.51,8098.82,8043.08,8138.79,8243.47,8049.16,8149.94,8136.35,8240.35,8232.95,8086.51,8145.58,8201.72,8140.97,8186.51,8120.31,8147.29,8100.17,8108.77,8143.1,8089.51,8071.17,8029.26,8155.02,8107.78,8189.95,8106.64,8215.08,8190.88,8169.44,8165.26,8209.73,8171.2,8039.98,8155.63,8110.7,8179.85,8132.95,8096.48,8099.02,8015.84,8163.67,8249.85,8138.62,8178.62,8098.32,8211.54,8160.08,8114.55,8224.89,8098.34,8123.83,8176.17,8166.61,8209.6,8100.05,8159.1,8210.6,8113.14,8086.57,8156.69,8130.6,8143.37,8182.25,8208.27,8078.04,8173.71,8148.04,8209.08,7987.05,8127.28,8173.41,8131.1,8126.87,8082.45,8221.6,8196.38,8181.32,8195.38,8106.24,8137.21,8109.03
39,8343.01,8277.54,8324.37,8309.47,8242.87,8269.54,8279.85,8274.51,8281.34,8264.54,8278.27,8208.25,8193.03,8244.5,8233.82,8277.3,8290.86,8326.02,8280.64,8277.48,8243.65,8292.11,8356.67,8344.0,8243.27,8300.31,8402.56,8263.89,8153.83,8278.24,8303.46,8331.81,8303.08,8332.38,8293.49,8256.89,8309.46,8278.27,8197.58,8338.14,8180.51,8303.01,8207.26,8345.04,8277.36,8269.36,8372.03,8296.86,8289.51,8330.69,8288.96,8243.16,8199.27,8372.85,8303.12,8266.56,8292.34,8289.47,8199.8,8266.25,8383.06,8224.34,8315.9,8328.19,8343.7,8313.55,8268.64,8331.29,8257.95,8306.84,8292.96,8331.13,8321.66,8210.25,8316.13,8357.43,8313.16,8254.52,8241.58,8311.43,8317.78,8287.87,8301.09,8279.19,8268.72,8234.92,8366.55,8303.43,8296.81,8296.75,8296.87,8313.21,8301.54,8315.31,8262.88,8266.68,8332.95,8316.88,8275.88,8317.53
40,8029.01,8031.95,8088.81,8057.71,8084.3,8045.85,8096.67,8136.78,8048.03,8110.82,8068.57,8037.25,7974.47,8063.62,8100.16,8085.62,8040.25,8074.44,8073.58,8032.64,8119.34,8104.46,8072.98,7917.26,8002.4,8010.06,8085.47,8051.91,7999.92,8051.55,8039.61,8160.05,8075.28,8062.92,8111.28,8063.31,8052.4,8052.17,8028.17,8111.97,8015.26,8086.07,8078.98,8092.6,8059.21,8165.25,8025.13,8075.36,8094.04,8108.59,8078.56,8065.04,8097.36,8117.92,8057.37,8084.91,8121.18,8046.43,8047.65,8118.98,8122.93,8114.74,8076.96,7971.02,8132.07,8044.42,8042.24,8073.01,8090.88,7995.39,8071.7,8110.04,8121.31,7998.31,8063.46,8078.08,8076.93,8056.71,8065.98,8107.95,8032.42,7919.69,8090.96,8054.06,8129.82,8074.45,8122.29,8010.8,8094.69,8042.29,8042.02,7991.08,8084.0,8111.58,8066.22,8102.15,8035.61,8087.25,8065.88,8023.95
41,7631.27,7691.74,7684.9,7628.31,7641.77,7533.99,7609.75,7586.45,7574.73,7607.75,7543.73,7654.97,7531.08,7577.27,7649.59,7641.96,7646.55,7611.27,7611.29,7449.47,7667.82,7733.51,7623.43,7530.42,7541.65,7567.22,7633.86,7605.54,7478.42,7590.74,7511.01,7629.92,7598.37,7545.7,7632.7,7618.01,7620.87,7578.72,7579.38,7613.55,7564.85,7584.15,7618.08,7605.96,7639.42,7658.31,7613.66,7619.05,7622.48,7577.3,7586.73,7548.68,7667.02,7756.86,7636.45,7637.85,7597.7,7511.48,7611.26,7627.45,7619.87,7698.36,7628.43,7662.5,7619.27,7490.55,7520.15,7639.21,7578.67,7627.48,7603.06,7623.15,7721.63,7544.73,7560.94,7625.53,7554.83,7560.42,7587.79,7587.51,7576.26,7640.99,7660.08,7575.94,7673.24,7529.27,7648.47,7585.18,7607.4,7664.82,7496.32,7553.52,7585.73,7456.07,7467.5,7684.29,7641.56,7542.46,7608.33,7565.74
42,8071.93,8008.74,8064.85,8002.52,8024.05,8060.9,8054.01,7963.12,7987.06,8058.73,7938.64,7992.28,7991.84,7962.11,8061.38,7878.27,7981.35,7974.5,8093.83,7996.17,7953.15,8048.87,8067.72,8034.1,8069.32,8006.06,8052.23,7992.14,7917.42,7997.92,7991.92,7962.11,7957.8,7856.51,8099.57,7999.94,7997.93,8020.04,8018.42,8006.68,8008.69,8010.36,8086.37,8069.0,7986.77,8015.93,8027.96,7975.57,8036.37,8100.51,8015.34,7878.36,8031.94,7966.36,8031.64,8110.21,7948.14,7954.89,8004.37,8023.36,8082.48,8010.21,8044.13,8004.96,8036.55,7994.61,7952.08,8023.26,7945.58,8032.83,7984.27,8059.63,8006.25,8003.74,8070.8,8090.21,8083.76,8050.1,8190.99,8009.66,7994.27,8098.76,8086.67,7967.31,8128.27,8018.86,8098.56,7866.37,7944.82,7991.28,7970.28,7985.8,7903.23,8040.05,8059.55,7979.59,8098.72,8054.31,8033.5,7986.63
43,7945.39,7873.53,7877.83,7920.21,7926.59,7874.21,7984.13,7950.73,7997.68,7910.49,7864.06,7870.51,7881.93,7929.86,7924.79,7881.98,7998.04,7939.29,7962.74,7889.56,7873.08,7947.17,8002.69,7936.62,7921.63,7913.18,8007.51,7957.12,7854.98,7942.78,7950.98,7917.33,7974.95,7930.51,7970.32,7868.51,7974.45,7994.64,7936.22,7937.1,7883.57,7892.82,7983.17,7972.74,7892.72,7963.14,7995.43,7941.5,7969.5,7971.02,7957.46,7838.74,7884.1,7873.59,7907.64,7975.49,7928.44,7910.27,7895.95,7911.21,7916.61,7864.15,7992.64,7944.18,7918.39,7998.64,7925.41,7967.34,7857.19,7926.61,7969.31,7916.93,7979.45,7903.23,7985.55,8072.48,7996.92,7886.38,7971.48,7918.62,7936.55,7965.04,7927.0,7902.19,7967.53,7941.04,7932.77,7892.13,7981.67,7831.58,7972.76,7966.96,7995.78,8007.87,7898.51,7976.76,7951.83,7935.21,7946.55,7925.12
44,7912.71,7765.61,7797.75,7884.35,7877.98,7864.84,7853.43,7799.86,7846.38,7810.2,7834.51,7893.48,7770.62,7882.08,7825.24,7844.92,7868.47,7868.87,7891.65,7821.28,7939.08,7927.48,7927.29,7938.26,7833.11,7762.42,7941.92,7859.82,7815.93,7746.38,7915.9,7901.07,7911.9,7865.14,7859.46,7844.46,7870.76,7754.03,7764.03,7965.4,7819.53,7917.5,7885.55,7837.17,7875.17,7908.68,7835.69,7863.55,7917.13,7792.34,7869.22,7792.5,7885.83,7839.93,7871.95,8019.86,7834.66,7862.62,7785.55,7859.24,7924.17,7832.13,7828.44,7850.08,7783.14,7798.7,7868.88,7918.15,7775.99,7929.62,7869.12,7894.94,7912.73,7716.15,7876.51,7801.53,7952.04,7856.32,7838.71,7901.96,7783.3,7865.95,7948.43,7859.28,7946.51,7892.92,7928.67,7801.59,7867.08,7850.15,7827.94,7905.66,7858.1,7895.58,7785.47,7859.34,7854.94,7901.87,7921.83,7883.45
45,7767.92,7722.01,7795.35,7759.73,7655.9,7682.51,7724.84,7727.79,7657.55,7777.77,7702.46,7677.51,7627.79,7713.91,7775.76,7700.42,7734.39,7729.99,7775.17,7665.18,7688.87,7832.14,7698.01,7753.35,7663.33,7686.8,7777.41,7713.79,7677.68,7794.1,7700.58,7747.76,7816.59,7706.87,7771.16,7741.08,7709.03,7700.38,7679.63,7680.51,7663.89,7715.89,7767.41,7732.49,7746.43,7783.35,7676.59,7719.04,7797.04,7630.52,7790.24,7717.64,7722.09,7766.41,7711.69,7711.6,7710.45,7704.76,7761.37,7769.79,7738.3,7728.39,7780.21,7736.59,7801.06,7720.35,7729.21,7756.4,7703.03,7733.67,7570.09,7739.31,7690.01,7715.3,7732.16,7671.18,7763.72,7708.61,7699.72,7710.59,7670.47,7763.35,7744.07,7703.42,7840.33,7748.98,7732.53,7710.05,7786.58,7766.52,7671.87,7696.05,7685.35,7716.07,7727.15,7730.63,7815.45,7842.6,7821.1,7791.0
46,7189.84,7294.24,7233.62,7137.32,7176.6,7177.85,7246.16,7279.04,7181.45,7224.25,7223.98,7315.19,7165.64,7212.8,7250.23,7255.81,7270.84,7230.2,7247.7,7087.49,7207.88,7212.66,7240.8,7129.13,7235.08,7267.5,7220.91,7308.45,7218.59,7198.47,7227.94,7282.13,7241.76,7169.65,7335.54,7287.75,7222.24,7230.59,7153.49,7204.88,7298.33,7170.54,7093.43,7197.41,7294.35,7228.34,7273.72,7228.57,7221.48,7269.11,7263.05,7177.3,7151.9,7250.2,7234.19,7268.54,7249.03,7260.76,7192.66,7279.22,7282.43,7245.08,7173.76,7195.03,7192.73,7157.54,7101.53,7315.43,7145.42,7187.13,7277.6,7123.38,7233.94,7188.04,7121.36,7109.08,7294.69,7185.03,7237.59,7211.24,7112.5,7190.07,7258.3,7208.08,7199.45,7154.26,7251.58,7190.52,7184.44,7154.33,7182.31,7214.3,7288.63,7130.77,7223.06,7198.33,7200.42,7242.7,7271.36,7255.62
47,6997.63,7039.27,7004.53,7010.73,6927.19,7036.07,7054.87,7038.95,6917.1,7046.34,7053.48,7017.35,6892.98,6923.15,7036.45,7020.49,7019.11,6983.47,6990.83,6990.7,7027.89,6978.73,6899.99,6856.59,6980.93,7045.08,7019.14,6996.9,6908.05,7048.38,7001.41,7078.04,6965.57,6959.68,7066.0,7052.05,6924.86,6988.92,6883.11,7007.12,6995.65,6980.7,6936.21,6957.1,7053.13,7005.05,6988.99,6958.74,6949.65,7005.9,6894.44,6987.6,6948.72,7050.23,6948.74,7016.87,7018.13,6999.11,6998.97,7006.71,7053.57,6927.24,6857.65,6975.3,7024.41,7003.74,6795.13,7059.39,7037.77,6997.21,7021.95,6954.99,7073.12,6924.96,6910.97,6973.98,6981.33,6974.46,6925.25,6999.01,6949.98,7006.72,7038.17,6982.73,6988.09,6939.41,7008.53,6989.02,6901.35,6977.05,6961.55,6942.44,7023.47,6973.2,6977.59,6996.82,7083.53,6986.0,7107.43,6959.76
48,7817.75,7687.78,7737.35,7700.17,7715.83,7741.8,7674.05,7762.9,7739.56,7728.27,7743.88,7577.96,7692.64,7704.6,7712.16,7693.25,7671.74,7728.91,7785.46,7701.67,7717.39,7771.39,7816.26,7713.19,7727.27,7738.78,7800.41,7737.55,7671.78,7654.75,7773.45,7687.63,7738.86,7679.63,7759.73,7728.43,7681.98,7771.49,7646.98,7774.07,7646.37,7668.05,7751.31,7779.59,7623.15,7719.76,7775.05,7800.66,7740.22,7679.05,7721.09,7599.35,7704.32,7732.72,7764.93,7781.94,7759.92,7692.68,7631.34,7737.59,7762.91,7753.64,7737.14,7781.57,7753.19,7798.02,7635.47,7751.13,7706.36,7828.66,7697.7,7752.31,7643.06,7644.74,7739.42,7787.84,7724.5,7659.54,7755.75,7784.66,7573.3,7788.21,7761.03,7764.13,7791.03,7664.21,7729.4,7566.81,7654.98,7708.43,7730.64,7714.63,7783.59,7756.67,7746.67,7689.31,7764.95,7755.1,7736.83,7708.6
49,7608.92,7562.91,7606.62,7528.46,7630.3,7651.59,7665.56,7634.5,7659.42,7593.77,7643.44,7646.87,7554.83,7608.95,7681.51,7652.3,7549.67,7683.04,7627.37,7561.09,7636.13,7652.58,7657.07,7661.39,7645.74,7575.02,7672.17,7581.1,7564.39,7594.53,7666.12,7672.39,7592.51,7613.36,7646.11,7571.54,7568.3,7698.31,7627.71,7626.19,7612.55,7618.42,7602.78,7672.4,7596.21,7622.62,7658.82,7693.29,7603.64,7586.25,7625.01,7561.08,7618.97,7676.86,7599.92,7649.29,7667.72,7529.4,7612.02,7606.83,7648.59,7683.29,7627.61,7637.77,7719.36,7693.72,7635.51,7671.96,7547.78,7624.43,7691.79,7642.24,7650.27,7483.25,7518.83,7587.94,7582.43,7580.79,7655.5,7647.69,7598.58,7658.24,7696.99,7592.11,7670.23,7682.22,7696.52,7634.18,7544.97,7536.71,7594.88,7660.91,7639.3,7633.47,7572.92,7558.95,7659.69,7622.92,7657.62,7644.67
50,7361.95,7351.11,7446.23,7350.42,7358.54,7271.19,7449.23,7360.71,7291.66,7314.89,7378.48,7356.12,7284.36,7328.13,7394.03,7395.38,7357.22,7349.51,7344.45,7367.7,7413.57,7426.96,7297.58,7380.85,7304.6,7300.36,7331.22,7425.96,7325.22,7295.65,7355.13,7383.31,7387.96,7314.12,7359.52,7370.17,7371.43,7297.4,7352.55,7306.44,7363.66,7401.45,7437.31,7436.55,7368.41,7331.28,7317.17,7334.78,7349.03,7359.71,7349.42,7333.56,7329.8,7378.76,7355.71,7472.97,7383.04,7344.41,7305.38,7383.66,7403.1,7386.28,7330.86,7386.34,7411.29,7351.08,7266.03,7398.32,7294.58,7331.8,7335.4,7363.19,7416.01,7316.06,7281.06,7354.85,7383.28,7335.17,7337.44,7385.98,7331.13,7351.04,7361.01,7315.49,7437.9,7301.86,7379.65,7247.36,7246.47,7276.75,7198.94,7369.36,7333.18,7306.33,7296.46,7396.38,7287.78,7353.87,7382.82,7384.88
51,7173.89,7185.92,7254.52,7138.35,7138.2,7138.81,7237.77,7178.0,7156.52,7128.77,7135.85,7206.16,7066.23,7054.17,7207.5,7158.02,7160.4,7130.57,7142.48,7080.01,7231.09,7157.37,7212.0,7092.77,7155.61,7102.66,7141.75,7070.15,7107.88,7202.83,7224.48,7238.33,7184.44,7123.46,7253.55,7209.55,7120.77,7190.9,7160.51,7059.8,7118.66,7143.88,7141.52,7205.34,7179.15,7162.81,7157.32,7192.94,7198.98,7175.84,7187.65,7201.6,7156.97,7227.46,7167.98,7226.22,7214.41,7153.49,7117.23,7245.7,7205.41,7136.67,7149.54,7111.54,7205.24,7072.67,7168.86,7204.77,7177.95,7147.52,7193.35,7132.73,7236.65,7147.39,7107.06,7143.58,7215.83,7094.0,7164.95,7086.6,7189.12,7125.42,7161.47,7180.9,7251.07,7089.74,7112.45,7107.58,7056.4,7157.13,7153.0,7199.53,7163.88,7038.62,7116.54,7209.37,7149.25,7197.73,7202.98,7123.17
52,7358.18,7345.38,7432.9,7382.25,7380.09,7363.24,7332.85,7360.29,7417.97,7393.39,7350.87,7398.15,7342.96,7340.71,7347.89,7410.78,7383.99,7440.38,7438.83,7342.82,7429.94,7435.7,7445.25,7378.53,7389.91,7388.44,7445.91,7420.01,7335.15,7407.93,7420.33,7383.38,7330.46,7329.67,7482.34,7355.94,7350.44,7393.76,7358.4,7463.57,7377.45,7384.97,7346.0,7402.21,7416.79,7403.87,7372.13,7425.47,7375.52,7366.0,7437.92,7344.82,7413.49,7400.57,7305.25,7487.37,7377.3,7344.8,7321.91,7463.12,7377.54,7416.61,7406.83,7353.85,7368.04,7380.91,7334.27,7420.44,7392.13,7350.2,7343.82,7410.96,7411.84,7229.05,7427.69,7338.11,7454.01,7332.24,7440.93,7335.43,7341.82,7383.48,7457.85,7454.16,7463.24,7275.84,7448.59,7331.47,7363.88,7430.96,7304.92,7447.3,7403.96,7380.69,7385.88,7342.72,7313.29,7437.02,7376.46,7356.93
53,7237.53,7217.67,7278.71,7158.09,7150.02,7217.92,7180.11,7113.59,7173.74,7296.92,7160.8,7231.99,7217.56,7174.8,7232.78,7219.87,7309.77,7230.71,7252.58,7247.0,7251.78,7298.11,7296.16,7219.33,7191.25,7205.93,7277.31,7212.65,7233.4,7248.14,7253.73,7254.91,7146.6,7234.55,7291.14,7313.27,7244.65,7207.65,7232.59,7255.05,7189.66,7302.07,7306.8,7225.43,7251.35,7212.21,7247.09,7253.74,7266.87,7254.97,7291.74,7297.0,7230.47,7311.26,7192.78,7267.42,7228.39,7148.7,7215.98,7337.18,7201.88,7296.43,7272.2,7292.85,7272.95,7280.9,7205.74,7301.13,7138.36,7196.87,7274.08,7166.95,7315.09,7168.96,7145.39,7187.12,7257.23,7221.05,7191.98,7289.88,7230.0,7257.62,7257.53,7230.38,7282.01,7131.45,7252.94,7174.16,7153.72,7328.55,7200.46,7273.75,7235.29,7125.34,7194.56,7234.7,7183.74,7250.42,7202.0,7222.78
