Unnamed: 0,mmr0,mmr1,mmr2,mmr3,mmr4,mmr5,mmr6,mmr7,mmr8,mmr9,mmr10,mmr11,mmr12,mmr13,mmr14,mmr15,mmr16,mmr17,mmr18,mmr19,mmr20,mmr21,mmr22,mmr23,mmr24,mmr25,mmr26,mmr27,mmr28,mmr29,mmr30,mmr31,mmr32,mmr33,mmr34,mmr35,mmr36,mmr37,mmr38,mmr39,mmr40,mmr41,mmr42,mmr43,mmr44,mmr45,mmr46,mmr47,mmr48,mmr49,mmr50,mmr51,mmr52,mmr53,mmr54,mmr55,mmr56,mmr57,mmr58,mmr59,mmr60,mmr61,mmr62,mmr63,mmr64,mmr65,mmr66,mmr67,mmr68,mmr69,mmr70,mmr71,mmr72,mmr73,mmr74,mmr75,mmr76,mmr77,mmr78,mmr79,mmr80,mmr81,mmr82,mmr83,mmr84,mmr85,mmr86,mmr87,mmr88,mmr89,mmr90,mmr91,mmr92,mmr93,mmr94,mmr95,mmr96,mmr97,mmr98,mmr99
54,8063.03,8012.87,7996.58,7998.85,8035.04,8012.55,7996.87,7990.36,8032.94,7979.05,7817.16,7949.78,8056.36,7965.96,7929.17,7995.3,7960.76,7951.05,8000.41,7879.34,7963.57,8036.15,8093.94,7980.48,8028.69,8085.1,8010.23,8024.26,7874.97,7989.44,7984.12,8038.28,7961.36,7948.53,8117.6,8030.2,7901.78,7930.49,7989.68,8023.75,8040.36,7913.52,8007.04,8056.94,7945.07,7899.34,8059.52,8002.71,7990.45,8030.87,7985.37,7861.35,7992.09,7880.25,7998.61,8043.03,7985.48,7963.47,7833.67,8018.28,8103.26,7927.4,8015.08,7958.52,8030.73,8005.9,7924.48,7985.53,7875.27,7960.82,8021.33,7921.02,8036.33,8029.75,8007.02,8012.34,7974.95,8001.51,8044.94,8088.8,7883.99,7863.13,8093.08,7997.46,8087.63,8006.8,7965.75,7803.96,7964.14,7916.14,8002.25,7874.39,7957.77,7912.45,7981.55,7975.34,8098.52,7982.95,7913.49,7834.37
55,7865.54,7874.46,7913.17,7829.25,7906.97,7870.73,7897.44,7917.39,7929.46,7918.29,7826.12,7863.24,7971.12,7796.81,7959.29,7900.91,7933.13,7843.36,7958.72,7749.1,7784.0,7934.47,7973.83,7987.61,7877.62,7901.34,7899.29,7928.67,7810.67,7786.08,7870.17,7935.6,7842.68,7893.82,7991.63,7919.64,7805.16,7856.6,7930.43,7994.99,7929.03,7887.19,7978.29,7979.57,7883.87,7843.48,7940.24,7874.02,7908.58,7938.94,7839.8,7724.17,7874.95,7882.41,7884.29,7938.02,7881.93,7910.91,7778.37,7931.92,7911.39,7942.83,7875.5,7881.68,7931.96,7859.09,7784.11,7911.6,7855.3,7865.33,7898.21,7905.58,7869.86,7870.39,7931.55,7950.1,7878.58,7907.42,7934.98,7942.58,7880.1,7916.92,7973.9,7887.94,7969.28,7923.35,7783.8,7803.22,7762.24,7727.54,7873.1,7817.54,7830.17,7888.06,7922.0,7949.49,7937.26,7908.23,7837.85,7784.23
56,7929.16,7919.73,8076.75,7968.06,7956.9,7860.36,7989.18,8061.87,7967.02,8021.03,7868.33,7939.84,7893.54,8053.38,8027.09,7888.21,7992.37,8004.83,8081.78,7921.38,8031.75,7889.0,8062.51,8026.31,7966.32,7980.28,7991.69,8046.33,7918.72,7974.72,7952.18,7926.5,7938.36,7984.4,8044.66,7997.57,7851.69,7995.52,8046.25,7989.67,7984.88,7965.18,8024.61,8061.01,7979.59,7983.02,8001.96,7894.41,8064.79,8003.14,7912.46,7858.52,8105.12,7943.13,7960.4,8115.54,8005.46,7996.61,7957.54,7961.45,8035.5,7928.25,7991.2,7992.0,7937.14,7895.12,7841.46,8018.6,7872.31,8065.38,8023.73,7981.76,7984.54,7978.88,7994.82,8001.19,8014.01,8046.57,7940.35,7953.17,7990.77,7995.96,8026.76,8023.95,8023.87,7959.8,8093.46,7924.2,7959.2,8009.08,7889.17,7949.87,7970.99,7976.91,7911.84,8031.24,8061.62,7885.52,7926.83,7910.44
57,7814.09,7784.26,7948.75,7861.33,7807.78,7786.84,7809.32,7965.08,7895.31,7861.15,7738.63,7856.8,7741.82,7920.24,7873.35,7685.45,7836.61,7789.28,7868.89,7723.69,7827.67,7893.72,7911.78,7943.53,7841.37,7738.63,7894.76,7899.09,7798.59,7867.88,7716.74,7784.78,7868.89,7816.75,7879.72,7868.41,7671.64,7814.57,7778.28,7892.09,7870.22,7838.95,7908.02,7913.01,7912.19,7821.13,7897.8,7843.74,7879.24,7869.95,7767.7,7769.08,7908.55,7745.92,7883.73,7915.33,7878.56,7826.3,7729.52,7876.35,7957.28,7897.2,7959.29,7840.54,7795.58,7901.7,7745.76,7898.23,7736.9,7816.07,7855.99,7900.18,7875.26,7882.16,7840.64,7935.14,7829.16,7919.15,7842.78,7947.82,7789.22,7720.34,7938.77,7845.2,7877.34,7910.95,7880.58,7822.31,7715.32,7859.45,7788.2,7876.95,7835.1,7835.73,7783.87,7912.19,7980.11,7793.1,7811.66,7717.19
58,7687.39,7567.56,7661.42,7680.58,7684.75,7736.32,7587.99,7723.87,7723.33,7674.66,7649.74,7734.05,7627.01,7642.77,7683.32,7606.28,7630.43,7633.58,7673.07,7592.34,7634.93,7698.58,7732.66,7743.95,7640.81,7627.17,7691.78,7674.84,7630.6,7725.67,7645.89,7696.88,7579.69,7663.73,7707.65,7669.59,7600.01,7684.69,7697.06,7749.59,7678.36,7644.59,7692.0,7699.3,7636.99,7630.43,7709.07,7604.58,7710.42,7731.83,7669.81,7432.67,7638.05,7648.66,7679.39,7794.16,7611.54,7607.59,7635.85,7672.86,7722.54,7707.01,7675.07,7649.76,7676.73,7674.09,7604.08,7659.43,7615.51,7674.73,7646.18,7654.52,7643.65,7622.36,7670.35,7680.61,7627.79,7674.16,7667.79,7665.49,7620.85,7624.41,7620.4,7631.05,7660.15,7627.53,7685.62,7570.46,7621.47,7631.27,7623.84,7647.61,7679.96,7630.06,7674.2,7637.13,7734.09,7751.02,7591.43,7546.89
59,7555.91,7545.73,7604.64,7627.98,7562.43,7610.18,7557.51,7647.57,7618.5,7638.0,7533.62,7595.6,7579.76,7544.13,7576.43,7598.53,7530.14,7566.97,7553.94,7525.69,7530.9,7604.73,7642.72,7608.5,7558.82,7617.32,7555.97,7556.2,7559.97,7528.77,7585.88,7523.07,7540.39,7584.45,7694.85,7473.2,7554.98,7554.91,7592.16,7667.21,7524.72,7479.02,7616.09,7523.68,7566.86,7660.79,7620.35,7537.51,7568.98,7641.58,7596.17,7476.61,7514.8,7612.05,7608.82,7682.28,7586.84,7538.71,7591.79,7561.85,7584.76,7597.81,7536.59,7578.07,7663.46,7612.76,7513.1,7584.98,7571.83,7586.29,7589.15,7643.2,7597.17,7562.55,7575.57,7567.05,7647.28,7550.66,7546.72,7615.92,7513.06,7567.96,7652.28,7591.64,7605.89,7641.77,7631.82,7485.1,7569.78,7561.36,7488.67,7542.54,7606.34,7561.07,7578.01,7554.42,7679.3,7547.66,7573.31,7526.59
60,7654.76,7567.83,7652.8,7612.59,7633.95,7534.66,7550.55,7691.28,7576.38,7538.12,7540.15,7595.34,7530.15,7639.29,7558.56,7534.91,7655.91,7563.66,7688.94,7520.83,7492.06,7677.93,7653.89,7618.67,7654.32,7568.17,7583.48,7586.98,7561.48,7640.15,7663.21,7531.02,7499.42,7620.74,7719.58,7618.52,7541.68,7578.91,7549.04,7586.0,7665.25,7548.47,7664.05,7741.15,7593.01,7568.19,7628.46,7625.14,7593.36,7699.7,7614.32,7562.72,7636.54,7622.78,7620.74,7745.7,7614.66,7581.86,7627.07,7683.16,7709.46,7632.5,7686.89,7654.23,7623.66,7604.69,7537.05,7662.04,7523.59,7574.75,7709.74,7601.53,7669.73,7534.52,7626.6,7560.94,7528.35,7667.1,7586.05,7666.36,7526.76,7470.8,7679.49,7571.59,7644.15,7596.83,7613.13,7521.9,7535.15,7596.58,7458.98,7625.33,7620.63,7572.69,7572.37,7725.17,7678.33,7611.3,7602.2,7461.8
61,7524.19,7532.24,7547.58,7525.6,7560.92,7499.93,7471.21,7516.2,7500.16,7569.83,7461.72,7573.38,7485.77,7496.71,7485.39,7417.18,7529.72,7498.11,7492.24,7358.14,7433.62,7542.27,7591.74,7432.96,7394.26,7553.25,7529.27,7540.21,7461.58,7562.77,7475.29,7473.03,7350.43,7527.88,7536.08,7515.28,7472.89,7547.98,7507.39,7623.09,7521.83,7539.72,7553.62,7607.86,7539.14,7464.04,7556.96,7486.53,7497.27,7602.14,7521.33,7490.53,7559.12,7555.61,7528.18,7536.8,7521.1,7473.22,7486.72,7424.51,7484.54,7402.79,7561.7,7504.39,7556.77,7461.36,7369.07,7560.71,7496.35,7479.24,7506.27,7527.97,7513.72,7470.56,7517.6,7468.62,7468.66,7581.47,7507.73,7552.88,7415.82,7427.75,7538.4,7512.81,7481.54,7485.44,7552.95,7442.98,7496.98,7513.67,7486.77,7457.62,7554.62,7518.3,7392.82,7524.06,7536.22,7516.74,7485.79,7419.7
62,7397.43,7312.11,7436.31,7368.73,7296.46,7323.41,7248.53,7310.28,7389.54,7324.55,7300.29,7369.76,7270.99,7333.94,7367.57,7317.62,7302.24,7384.76,7282.69,7216.48,7244.18,7405.96,7438.35,7390.04,7301.38,7322.94,7428.56,7359.09,7266.78,7370.29,7299.08,7364.85,7243.07,7350.55,7402.53,7343.13,7291.61,7392.24,7363.95,7359.02,7377.95,7305.42,7313.82,7353.27,7289.82,7367.55,7338.79,7349.75,7373.55,7370.1,7309.9,7292.55,7362.82,7364.99,7359.07,7428.79,7363.1,7272.25,7311.41,7398.08,7286.03,7377.72,7352.95,7258.29,7366.6,7384.27,7353.7,7344.82,7300.5,7330.62,7334.8,7381.8,7320.68,7233.61,7337.29,7405.41,7380.76,7286.53,7325.92,7367.77,7278.19,7354.63,7371.16,7295.2,7345.2,7272.9,7370.32,7275.27,7298.13,7381.31,7268.13,7325.94,7377.6,7334.27,7303.62,7256.05,7388.95,7394.58,7347.12,7287.24
63,7273.96,7290.17,7339.88,7216.65,7209.78,7218.07,7201.98,7183.92,7317.84,7315.37,7263.26,7251.52,7168.1,7111.89,7261.67,7276.97,7245.47,7316.23,7246.97,7191.39,7216.22,7299.27,7256.5,7270.52,7152.08,7247.02,7239.58,7265.24,7137.65,7222.35,7271.01,7226.23,7216.04,7230.67,7286.18,7287.02,7201.68,7214.2,7281.89,7335.83,7249.86,7263.53,7209.34,7301.28,7295.84,7292.84,7331.07,7259.15,7271.08,7252.16,7298.42,7242.99,7305.19,7326.8,7274.45,7332.23,7225.5,7129.54,7196.05,7252.05,7222.08,7279.81,7261.59,7239.94,7327.74,7300.93,7237.98,7292.64,7273.56,7264.06,7253.05,7195.94,7261.43,7118.23,7210.09,7199.95,7245.38,7194.32,7255.58,7261.97,7202.36,7283.59,7235.42,7269.29,7311.32,7180.89,7293.76,7174.08,7303.68,7221.01,7165.31,7242.36,7274.89,7227.57,7252.43,7259.41,7265.79,7210.33,7273.11,7229.66
64,7518.48,7485.2,7586.1,7490.07,7567.14,7482.94,7477.92,7515.96,7523.67,7467.73,7378.92,7568.1,7457.04,7468.72,7550.34,7461.64,7455.69,7465.69,7521.71,7419.29,7477.01,7479.88,7552.24,7447.63,7552.14,7507.11,7598.18,7503.02,7399.06,7494.1,7474.35,7444.87,7475.64,7511.5,7514.19,7453.2,7440.03,7523.22,7473.87,7506.89,7536.38,7432.18,7505.87,7458.05,7505.36,7530.73,7542.66,7534.21,7512.49,7555.46,7383.61,7447.87,7513.58,7500.51,7516.4,7524.29,7561.68,7481.62,7443.02,7487.67,7514.82,7453.06,7563.16,7511.16,7531.21,7485.76,7456.11,7582.79,7409.18,7468.07,7543.87,7498.38,7591.24,7492.88,7530.09,7500.03,7414.24,7488.85,7496.41,7564.15,7469.91,7432.62,7527.46,7519.31,7460.67,7460.68,7552.89,7463.53,7509.44,7545.71,7394.89,7512.63,7458.51,7497.85,7502.97,7556.45,7577.71,7536.84,7466.35,7410.63
65,7306.61,7284.41,7364.0,7341.05,7349.18,7273.05,7295.42,7309.28,7353.53,7286.05,7244.68,7341.18,7290.58,7239.4,7262.43,7244.94,7258.76,7231.98,7193.13,7283.64,7282.66,7223.53,7329.77,7335.57,7240.2,7262.63,7369.95,7279.64,7198.94,7272.73,7244.65,7271.67,7174.47,7279.68,7326.68,7199.15,7226.89,7288.74,7283.75,7342.25,7302.47,7283.88,7237.61,7331.06,7308.98,7284.82,7337.79,7216.05,7327.2,7324.86,7277.59,7312.18,7286.53,7329.08,7273.44,7336.12,7286.74,7184.19,7230.7,7279.92,7348.25,7315.58,7382.42,7291.47,7302.57,7277.97,7256.83,7366.87,7252.77,7388.84,7326.91,7281.36,7293.79,7241.57,7306.78,7255.24,7271.03,7271.98,7257.61,7380.79,7161.98,7280.9,7319.24,7231.03,7318.31,7287.17,7246.63,7173.33,7254.94,7291.07,7244.03,7170.1,7185.95,7249.47,7313.72,7343.23,7357.02,7296.08,7257.32,7255.66
66,7161.34,7190.6,7181.57,7120.5,7190.49,7134.57,7221.35,7165.02,7218.24,7184.08,7166.9,7248.64,7148.7,7141.89,7106.77,7208.86,7143.79,7237.07,7124.64,7133.54,7194.95,7228.06,7212.23,7190.21,7072.88,7173.58,7201.76,7245.34,7071.92,7196.27,7131.68,7171.85,7184.52,7177.68,7246.5,7181.9,7134.15,7212.36,7196.13,7170.4,7251.17,7101.92,7082.44,7144.14,7161.85,7220.07,7151.53,7185.19,7238.71,7126.04,7210.36,7144.28,7188.14,7231.02,7228.27,7240.86,7185.08,7080.4,7192.23,7203.89,7176.72,7211.72,7175.39,7200.15,7214.44,7185.58,7157.44,7234.12,7254.66,7204.82,7228.28,7146.05,7155.27,7162.67,7203.22,7202.73,7183.46,7160.35,7127.62,7204.24,7189.0,7213.66,7229.22,7186.12,7173.4,7108.07,7194.25,7126.32,7132.23,7143.49,7163.6,7136.12,7207.2,7149.03,7195.18,7194.31,7223.84,7197.76,7153.4,7134.16
67,7006.38,7001.79,7058.86,6985.84,7029.95,6994.46,7049.04,7025.19,6982.2,7054.8,7024.14,6993.27,7008.5,6916.43,6967.18,6998.53,7018.81,6974.59,7061.43,6970.64,7070.23,7117.7,7002.75,7062.68,6989.86,6932.26,7074.46,7091.6,6909.84,7036.63,6943.35,6964.98,6895.42,7022.28,7081.28,7072.31,7006.72,7003.97,7053.11,7055.38,6956.25,6958.46,7004.45,7033.34,7062.28,7037.91,6988.92,7069.17,7042.1,6914.31,7051.72,6932.06,7064.32,7075.15,7024.72,7062.84,7059.47,6955.59,7004.88,6998.55,6996.0,7058.13,6998.13,7037.15,7041.57,6967.8,7038.02,7105.79,7097.57,7052.41,6977.33,6993.1,7042.32,6943.81,6904.43,7053.7,7044.27,6906.85,7045.11,7070.44,6928.79,6980.06,7049.85,6978.39,7084.99,7013.89,7048.04,7009.02,7042.68,6954.74,6863.48,6896.67,7091.46,7006.57,6971.42,7018.49,7017.2,7094.93,7021.63,7021.58
68,7275.26,7255.34,7375.43,7273.52,7278.4,7300.86,7242.18,7253.06,7253.21,7285.71,7161.42,7351.18,7285.88,7333.79,7296.5,7206.15,7195.08,7268.16,7270.64,7260.95,7357.78,7252.58,7287.05,7262.2,7269.4,7259.69,7309.88,7295.51,7237.04,7410.99,7274.21,7257.05,7227.71,7217.71,7356.11,7333.85,7307.49,7220.0,7234.81,7371.33,7377.11,7191.79,7299.86,7306.81,7208.61,7218.6,7354.74,7306.38,7327.64,7329.48,7259.7,7300.73,7231.49,7299.83,7268.07,7369.43,7264.65,7270.59,7150.46,7279.21,7334.16,7256.46,7351.3,7316.09,7342.47,7328.08,7256.46,7223.21,7214.53,7259.84,7247.44,7232.57,7296.86,7227.25,7243.54,7239.67,7204.67,7221.88,7292.77,7280.3,7210.64,7248.34,7287.04,7272.77,7330.28,7274.68,7213.3,7229.19,7172.88,7325.76,7154.21,7248.58,7337.66,7237.24,7293.03,7256.71,7351.82,7301.69,7279.36,7312.02
69,7191.31,7182.71,7240.55,7215.88,7189.49,7117.46,7218.7,7177.31,7167.18,7074.83,7060.44,7224.78,7171.84,7059.74,7136.8,7098.4,7154.84,7173.97,7126.12,7153.13,7183.34,7157.82,7187.41,7177.02,7197.11,7075.28,7190.24,7179.93,7116.13,7238.54,7116.32,7106.04,7119.98,7149.82,7110.06,7137.07,7153.86,7168.77,7199.09,7218.13,7209.19,7027.42,7155.99,7161.19,7153.53,7117.85,7226.95,7145.76,7139.74,7292.24,7157.98,7169.5,7092.99,7147.31,7145.16,7253.47,7182.18,7128.27,7154.81,7198.54,7054.77,7163.35,7199.33,7162.97,7196.8,7162.84,7145.73,7085.05,7172.49,7221.11,7140.73,7209.04,7212.47,7101.48,7180.68,7161.91,7102.42,7107.15,7114.34,7280.81,7053.28,7163.19,7224.2,7163.32,7199.54,7202.91,7148.11,7087.01,7181.56,7110.96,7099.27,7149.28,7177.41,7151.48,7169.02,7174.25,7273.65,7209.69,7182.88,7143.78
70,7033.84,7001.91,7027.9,7026.47,6992.32,6936.79,6993.04,6962.48,6955.6,7027.43,6941.48,7016.39,6883.9,6963.9,6844.72,6997.45,6929.17,6964.62,6961.65,6936.15,7038.33,7035.65,6962.15,6991.52,6939.4,6881.25,7041.84,6935.58,6839.17,6928.99,6973.97,6968.24,6923.51,6882.07,6948.35,6947.27,6993.24,6928.08,6965.49,7012.07,7019.85,7040.08,7003.28,6997.75,6989.66,6951.24,6982.14,6935.81,6964.81,6950.25,6996.3,6998.07,6969.89,7047.97,6902.95,7048.76,6811.03,6946.12,6966.32,6985.23,7007.96,6986.16,7002.55,6888.15,6942.12,6946.64,6944.13,6969.34,7031.46,7028.83,7026.33,6930.02,6862.35,7016.43,6909.63,6937.23,7041.7,6913.26,6923.23,7063.19,6918.43,6892.15,6986.1,6958.8,6989.54,6979.36,7022.12,6936.09,6904.46,6915.25,6838.13,6875.41,7036.99,6974.83,6947.95,6910.15,7013.8,7026.11,7060.97,6947.68
71,6958.93,6919.34,6855.29,6886.77,6938.99,6862.3,6898.54,6832.66,6941.06,6877.43,6830.92,6852.56,6831.7,6826.35,6847.28,6885.3,6927.33,6895.69,6895.96,6899.41,6844.96,6962.2,6914.44,6947.14,6829.78,6892.99,6929.58,6874.64,6793.27,6922.09,6905.12,6891.6,6863.97,6924.88,6893.0,6896.45,6924.52,6899.04,7003.4,6977.33,6888.87,6872.61,6909.18,6920.22,6897.48,6864.16,6867.53,6850.1,6942.59,6880.38,6880.01,6908.51,6928.64,6900.71,6900.31,6913.67,6846.44,6854.22,6960.47,6902.19,6876.36,6875.49,6831.39,6859.12,6919.89,6806.53,6814.32,6861.53,6856.95,6874.34,6893.8,6938.46,6879.27,6900.52,6888.7,6905.58,6928.28,6799.4,6854.62,6932.18,6903.61,6828.2,6905.4,6912.56,6916.87,6887.52,6893.66,6822.44,6896.26,6772.21,6819.82,6879.71,6950.26,6938.66,6841.27,6896.87,6933.79,6986.15,6928.56,6834.09
72,6936.8,7021.95,7060.17,6946.85,6970.19,6918.81,7060.96,6936.41,6918.49,6927.23,6931.12,7040.97,6940.86,6967.28,6868.82,6909.89,6920.82,6952.76,6899.15,6912.6,7036.54,6955.04,6920.24,6997.68,6967.48,6939.68,6989.87,6979.54,6857.79,6949.38,6907.46,6957.07,6903.88,6939.73,6946.54,6923.53,6929.94,6911.25,6968.81,7014.77,6999.76,6957.84,6947.71,6980.34,6972.25,6850.29,6989.47,6911.22,6956.69,6999.37,6986.86,6989.71,6964.87,6979.25,6878.74,6941.93,6883.66,6920.93,6873.43,7014.95,6992.57,6969.67,6971.71,6984.9,7046.92,7046.73,6934.16,6977.39,7012.88,7064.93,6936.39,7004.03,6983.57,6828.9,6877.47,6909.89,6957.38,6887.13,6978.24,7036.97,6902.45,6876.27,7018.28,6919.38,6994.73,6966.73,6945.55,6911.62,6932.19,6872.73,6815.62,6976.9,7019.18,6962.5,7018.09,7009.77,7035.88,6927.64,6995.23,6961.93
73,6919.68,6863.26,6872.03,6823.37,6877.54,6759.22,6904.03,6944.54,6773.67,6825.62,6778.52,6808.54,6811.01,6902.94,6821.63,6838.83,6781.27,6799.6,6809.77,6803.4,6871.45,6896.56,6865.45,6852.53,6834.6,6796.74,6976.11,6851.71,6721.49,6890.54,6772.1,6857.67,6766.95,6868.94,6824.63,6867.05,6838.03,6846.88,6956.24,6957.4,6916.47,6881.86,6878.88,6860.23,6836.32,6823.61,6815.36,6833.41,6874.11,6887.58,6901.84,6896.13,6855.39,6876.09,6855.47,6938.99,6801.1,6773.38,6777.39,6921.2,6821.32,6910.83,6862.18,6867.59,6857.33,6810.27,6868.29,6775.84,6952.94,6913.54,6781.2,6840.61,6799.57,6830.65,6846.78,6886.09,6918.11,6753.97,6844.88,6880.31,6737.49,6800.94,6881.14,6861.42,6899.62,6919.22,6839.29,6799.16,6845.66,6902.29,6816.54,6795.01,6892.18,6868.86,6838.04,6858.32,6899.8,6889.84,6917.95,6800.72
74,6691.67,6595.23,6671.92,6660.15,6701.17,6705.78,6738.04,6676.04,6731.8,6729.56,6640.56,6615.35,6716.77,6640.3,6677.82,6725.04,6682.76,6659.23,6662.26,6659.27,6654.66,6770.46,6677.99,6712.96,6701.06,6637.37,6786.57,6725.93,6598.72,6720.82,6690.04,6701.72,6702.72,6709.42,6732.34,6693.46,6675.05,6653.84,6763.14,6794.86,6727.36,6613.13,6683.68,6750.67,6645.16,6657.19,6690.05,6707.56,6709.19,6683.92,6696.15,6635.75,6678.98,6762.96,6655.19,6720.77,6697.82,6673.63,6653.16,6795.18,6674.34,6650.71,6630.58,6696.57,6722.28,6594.47,6721.92,6697.95,6731.58,6676.53,6746.76,6674.26,6735.22,6676.42,6736.25,6647.89,6671.01,6603.51,6739.08,6835.73,6706.52,6699.89,6712.17,6752.93,6674.12,6739.18,6663.97,6588.67,6702.41,6712.66,6568.89,6689.45,6656.89,6666.35,6742.35,6663.04,6709.86,6738.33,6695.91,6676.57
75,6911.62,6880.95,6849.6,6822.84,6925.49,6809.61,6927.29,6909.99,6860.06,6854.37,6844.37,6890.27,6872.74,6803.59,6873.53,6831.61,6845.95,6907.18,6817.87,6823.03,6935.92,6898.25,6889.23,6801.53,6812.79,6745.13,6810.28,6848.61,6775.73,6893.39,6835.23,6855.55,6804.99,6838.28,6834.62,6779.37,6820.0,6855.21,6866.47,7007.4,6882.87,6832.28,6835.61,6917.86,6922.8,6784.46,6836.67,6853.55,6851.34,6877.44,6872.5,6852.1,6898.31,6846.97,6820.35,6904.14,6762.55,6823.88,6816.06,6908.9,6864.38,6909.74,6861.23,6881.72,6929.45,6894.12,6866.83,6857.29,6902.83,6918.26,6874.91,6815.59,6794.35,6805.54,6796.03,6918.1,6816.13,6727.77,6871.59,6889.31,6884.07,6843.52,6972.97,6860.76,6848.27,6881.24,6877.3,6798.82,6832.17,6796.27,6802.43,6828.08,6919.86,6772.53,6928.89,6861.88,6866.09,6892.27,6852.55,6906.58
76,6613.76,6667.6,6660.31,6702.42,6692.73,6586.61,6673.69,6692.55,6650.24,6558.24,6561.5,6614.14,6693.78,6590.19,6596.47,6785.09,6539.35,6604.45,6703.56,6620.84,6656.63,6728.53,6649.76,6684.07,6595.23,6659.31,6689.69,6639.23,6635.54,6709.34,6638.45,6705.3,6574.85,6645.36,6679.42,6651.88,6636.96,6690.68,6665.93,6699.62,6694.09,6663.14,6644.81,6623.24,6681.23,6596.48,6652.51,6669.36,6678.81,6720.39,6678.34,6637.43,6578.31,6661.12,6639.35,6705.52,6654.53,6554.16,6640.28,6692.68,6660.85,6679.22,6678.34,6620.2,6658.65,6624.06,6653.73,6619.9,6698.77,6682.89,6683.42,6666.82,6594.51,6593.73,6665.97,6637.09,6674.32,6597.81,6518.85,6736.75,6667.2,6729.32,6661.43,6621.13,6669.16,6712.9,6647.14,6612.63,6663.23,6614.55,6610.43,6629.51,6698.96,6611.81,6724.18,6697.44,6646.77,6652.9,6655.12,6660.33
77,6544.54,6535.88,6553.79,6541.57,6545.12,6512.17,6641.51,6570.3,6629.2,6641.09,6528.67,6581.83,6553.61,6439.02,6595.17,6581.51,6547.49,6599.69,6539.25,6612.56,6577.96,6583.49,6508.81,6608.98,6602.46,6470.47,6647.67,6589.16,6474.25,6583.15,6517.53,6626.93,6564.6,6558.89,6609.52,6584.54,6578.72,6505.76,6610.93,6624.57,6636.37,6573.21,6587.57,6567.84,6592.63,6591.87,6520.01,6573.16,6586.62,6610.77,6604.55,6641.48,6503.02,6634.27,6550.98,6548.33,6543.84,6474.77,6601.03,6612.63,6468.56,6614.27,6564.38,6541.93,6608.36,6522.91,6557.65,6535.47,6657.88,6672.9,6540.31,6632.03,6601.19,6509.19,6558.84,6600.63,6560.62,6536.68,6555.6,6644.99,6655.82,6559.89,6516.7,6531.01,6594.09,6641.3,6514.36,6454.84,6583.08,6597.6,6507.56,6652.07,6656.9,6557.54,6560.9,6554.57,6581.38,6668.49,6633.39,6588.8
78,6703.15,6641.49,6695.59,6633.87,6677.94,6603.4,6698.71,6669.52,6674.52,6726.95,6629.51,6598.97,6683.99,6639.14,6684.35,6568.56,6580.04,6694.34,6618.01,6574.89,6696.27,6687.64,6683.57,6647.51,6717.91,6607.63,6692.57,6656.33,6618.26,6725.82,6622.51,6682.08,6613.09,6676.13,6697.66,6658.98,6681.8,6656.84,6712.79,6762.89,6741.49,6676.73,6607.76,6656.69,6710.09,6590.66,6649.61,6625.29,6662.04,6775.72,6634.36,6606.31,6694.08,6751.33,6676.91,6651.24,6629.36,6637.31,6626.35,6722.47,6585.06,6729.56,6623.49,6648.23,6650.5,6633.09,6653.46,6640.09,6709.61,6715.94,6595.52,6642.92,6669.57,6662.36,6655.55,6659.01,6628.2,6530.51,6677.39,6653.14,6640.69,6612.48,6685.19,6614.27,6635.39,6656.53,6664.71,6656.46,6617.25,6698.34,6668.13,6692.57,6731.72,6611.79,6644.97,6682.35,6719.88,6706.57,6689.41,6674.69
79,6626.99,6581.43,6600.43,6607.04,6640.91,6565.43,6603.74,6507.4,6562.09,6567.92,6508.34,6587.08,6545.46,6472.16,6558.2,6580.45,6521.88,6573.78,6559.73,6478.76,6578.25,6570.76,6604.69,6555.55,6543.11,6543.04,6591.55,6586.33,6473.09,6583.27,6544.89,6591.95,6449.07,6526.68,6611.11,6544.9,6615.22,6554.57,6535.39,6566.14,6649.77,6579.44,6522.51,6547.9,6632.51,6403.17,6483.66,6597.17,6546.99,6534.65,6564.78,6567.8,6581.81,6552.64,6519.42,6546.35,6521.64,6506.97,6562.08,6579.4,6486.45,6579.6,6549.12,6584.62,6515.4,6598.9,6538.87,6517.83,6578.79,6524.36,6541.71,6528.85,6508.46,6539.22,6615.65,6565.66,6479.92,6400.75,6515.5,6591.77,6522.89,6572.06,6574.53,6495.18,6572.25,6622.1,6578.2,6527.32,6592.15,6552.17,6506.37,6582.76,6646.46,6502.07,6593.34,6530.23,6538.22,6621.17,6557.89,6577.72
